age,type,origin,rarity
1155,4,5,1.34856
1158,2,0,1.34865
1169,3,3,1.34886
1172,1,3,1.3491
1168,0,0,1.34912
1176,2,2,1.34922
1177,4,0,1.34925
1154,1,2,1.34925
1168,2,1,1.34927
1156,4,4,1.34932
1170,1,6,1.34933
1173,1,3,1.34942
1178,4,0,1.34957
1169,2,1,1.34959
1171,1,6,1.34965
1167,4,1,1.34967
1192,1,1,1.34968
1156,2,3,1.3499
1156,1,2,1.3499
1175,1,3,1.35007
1163,3,0,1.35013
1176,1,3,1.35039
1181,4,0,1.35054
1173,0,0,1.35074
1178,4,2,1.35074
1166,3,5,1.35081
1162,0,5,1.35083
1161,4,4,1.35094
1166,2,0,1.35125
1180,4,2,1.35139
1174,1,5,1.35165
1168,2,6,1.35175
1165,4,5,1.3518
1178,1,6,1.35192
1186,4,6,1.35201
1172,0,3,1.35202
1190,3,4,1.35213
1166,0,5,1.35213
1179,4,3,1.35224
1170,3,0,1.3524
1164,2,3,1.3525
1174,0,6,1.35253
1188,4,6,1.35266
1189,2,4,1.35268
1171,2,6,1.35273
1187,2,2,1.35277
1188,4,0,1.3528
1179,2,1,1.35283
1184,0,4,1.35283
1181,4,3,1.35289
1169,1,4,1.35295
1168,4,4,1.35321
1203,1,1,1.35322
1178,1,0,1.35338
1190,4,0,1.35345
1181,2,1,1.35347
1173,2,0,1.35352
1182,0,0,1.35365
1187,4,2,1.35365
1174,2,0,1.35384
1184,4,3,1.35386
1187,1,3,1.35395
1188,1,3,1.35427
1189,4,2,1.3543
1182,1,0,1.35468
1194,4,0,1.35474
1208,1,1,1.35483
1188,3,3,1.35501
1175,0,5,1.35505
1195,4,0,1.35506
1176,1,4,1.35523
1196,4,6,1.35524
1182,0,3,1.35527
1176,4,5,1.35537
1191,2,5,1.35539
1192,0,4,1.35542
1188,0,1,1.35559
1177,3,6,1.3557
1174,2,3,1.35575
1181,0,2,1.35582
1185,0,6,1.35609
1188,1,5,1.35618
1185,0,3,1.35624
1190,2,1,1.35639
1192,4,3,1.35645
1198,3,2,1.35647
1195,1,3,1.35653
1180,4,5,1.35667
1181,1,4,1.35685
1205,3,4,1.35697
1196,2,5,1.35701
1178,2,3,1.35705
1197,1,3,1.35718
1190,1,0,1.35727
1201,2,2,1.3573
1182,4,5,1.35732
1189,0,6,1.35739
1194,0,0,1.35754
1187,3,5,1.35762
1193,1,5,1.3578
1205,2,4,1.35785
1187,2,0,1.35806
1205,4,6,1.35815
1202,4,2,1.3585
1194,1,0,1.35857
1201,2,5,1.35862
1205,3,2,1.35874
1190,0,2,1.35874
1202,1,3,1.3588
1199,0,0,1.35915
1196,1,0,1.35921
1195,0,3,1.35948
1189,0,5,1.35959
1200,2,1,1.35963
1186,1,2,1.35965
1199,1,5,1.35974
1210,4,6,1.35976
1211,2,4,1.35979
1193,3,0,1.35986
1205,2,5,1.35992
1187,2,3,1.35997
1203,4,3,1.36001
1206,1,3,1.36009
1191,4,5,1.36024
1201,1,5,1.36039
1195,2,6,1.36051
1200,1,0,1.36051
1196,3,5,1.36054
1199,0,6,1.36063
1226,1,1,1.36063
1205,4,3,1.36065
1202,1,5,1.36072
1206,3,3,1.36083
1190,2,3,1.36095
1206,1,6,1.36098
1202,4,1,1.36101
1197,0,2,1.36101
1207,3,3,1.36115
1216,4,6,1.3617
1202,0,3,1.36175
1199,2,6,1.36181
1196,3,6,1.36186
1203,0,6,1.36192
1206,1,5,1.36201
1208,0,1,1.36207
1204,0,6,1.36225
1200,2,0,1.36228
1201,0,2,1.36231
1220,2,4,1.36269
1210,0,0,1.36271
1223,3,4,1.36277
1196,1,2,1.36289
1215,1,3,1.363
1221,2,4,1.36302
1215,2,5,1.36315
1200,4,5,1.36316
1211,2,1,1.36319
1234,1,1,1.3632
1203,2,0,1.36325
1222,2,4,1.36334
1212,0,0,1.36336
1214,3,3,1.36342
1209,1,0,1.36342
1214,1,6,1.36357
1223,2,4,1.36366
1213,0,1,1.36369
1222,4,0,1.36378
1199,1,2,1.36387
1214,0,0,1.36401
1220,4,2,1.36432
1215,2,1,1.36448
1203,4,4,1.36458
1225,4,0,1.36475
1208,2,0,1.36487
1214,4,1,1.3649
1222,4,2,1.36497
1214,1,0,1.36504
1218,0,0,1.3653
1220,3,3,1.36536
1228,4,6,1.36557
1224,0,4,1.36576
1219,2,1,1.36578
1233,3,4,1.366
1212,2,0,1.36617
1208,4,4,1.3662
1216,0,3,1.36628
1218,1,0,1.36634
1210,3,1,1.36641
1226,1,3,1.36656
1220,4,1,1.36684
1233,2,4,1.36689
1223,0,1,1.36692
1220,1,0,1.36699
1231,2,2,1.36699
1212,4,5,1.36706
1209,2,3,1.36712
1211,4,4,1.36718
1247,1,1,1.36739
1229,1,3,1.36753
1233,2,2,1.36763
1219,0,2,1.36814
1231,1,3,1.36818
1227,0,1,1.36822
1216,3,6,1.36835
1250,1,1,1.36836
1227,2,1,1.36837
1232,1,3,1.3685
1238,2,4,1.36851
1619,4,2,1.36859
1221,3,0,1.36894
1234,0,4,1.369
1235,1,3,1.36947
1226,0,3,1.36952
1240,4,0,1.3696
1237,0,4,1.36997
1218,1,2,1.37004
1225,0,2,1.37009
1238,4,2,1.37014
1222,1,4,1.37015
1226,0,2,1.37041
1234,2,1,1.37063
1239,1,3,1.37076
1245,2,4,1.37077
1227,2,6,1.37089
1237,1,6,1.37101
1243,3,2,1.37101
1227,2,0,1.37104
1234,1,5,1.37108
1239,1,6,1.37166
1223,2,3,1.37166
1238,0,0,1.37178
1235,1,0,1.37185
1237,1,5,1.37205
1243,1,3,1.37206
1239,0,0,1.3721
1232,3,5,1.37221
1244,1,3,1.37238
1263,1,1,1.37254
1242,1,6,1.37263
1233,3,0,1.37283
1237,0,6,1.37294
1227,1,2,1.37296
1240,1,5,1.37302
1250,2,2,1.37313
1228,1,2,1.37329
1232,1,4,1.3734
1252,4,0,1.37348
1247,2,5,1.3735
1243,2,1,1.37355
1232,3,6,1.37355
1235,2,0,1.37363
1242,1,5,1.37367
1267,1,1,1.37383
1233,3,1,1.37387
1230,1,2,1.37394
1236,2,0,1.37395
1242,4,1,1.37397
1245,0,1,1.37404
1258,3,4,1.37407
1247,3,3,1.3741
1268,1,1,1.37415
1253,3,2,1.37425
1259,3,4,1.37439
1243,1,0,1.37444
1239,3,5,1.37448
1254,3,2,1.37457
1239,3,0,1.37478
1251,2,5,1.37479
1270,1,1,1.3748
1255,3,2,1.37489
1258,2,4,1.37497
1253,1,3,1.37529
1258,4,0,1.37541
1260,4,6,1.37591
1255,1,3,1.37594
1262,2,4,1.37626
1247,0,3,1.37633
1254,3,3,1.37636
1242,0,5,1.37679
1239,1,2,1.37686
1263,4,6,1.37688
1251,4,1,1.37688
1258,2,5,1.37706
1254,2,1,1.37711
1243,3,6,1.37712
1278,1,1,1.37737
1264,2,2,1.37765
1270,3,4,1.37794
1259,3,3,1.37798
1255,1,0,1.37833
1268,4,0,1.37864
1282,1,1,1.37866
1268,2,2,1.37894
1252,2,6,1.37899
1249,3,6,1.37907
1274,3,4,1.37923
1270,4,0,1.37929
1253,2,6,1.37932
1265,2,5,1.37932
1250,3,1,1.37939
1259,1,0,1.37962
1255,3,5,1.37967
1262,2,1,1.3797
1264,4,3,1.37975
1258,0,6,1.37975
1273,2,4,1.37981
1263,0,0,1.37987
1252,3,1,1.38004
1265,4,3,1.38007
1251,4,4,1.38016
1277,3,4,1.3802
1253,1,4,1.38021
1256,3,0,1.38029
1266,4,3,1.38039
1250,1,2,1.38043
1275,2,4,1.38045
1254,0,5,1.38069
1275,4,6,1.38075
1263,4,1,1.38077
1264,1,5,1.38079
1266,0,0,1.38084
1279,3,4,1.38085
1290,1,1,1.38123
1271,2,5,1.38126
1276,3,2,1.38168
1273,1,3,1.38176
1278,4,0,1.38187
1271,4,3,1.38201
1271,1,6,1.38201
1255,2,3,1.38206
1262,0,2,1.38209
1272,3,3,1.38218
1262,3,0,1.38224
1263,3,5,1.38226
1272,4,3,1.38233
1280,4,6,1.38237
1256,2,3,1.38238
1258,4,4,1.38243
1275,2,5,1.38255
1282,2,4,1.38272
1270,1,5,1.38274
1272,0,0,1.38278
1280,3,2,1.38297
1268,0,6,1.38299
1265,0,2,1.38306
1278,4,2,1.38307
1282,4,0,1.38317
1265,2,0,1.38336
1284,2,4,1.38336
1263,1,4,1.38346
1297,1,1,1.38349
1267,3,5,1.38356
1263,3,6,1.38361
1267,0,2,1.38371
1267,2,0,1.38401
1271,0,3,1.38411
1280,2,5,1.38417
1281,0,4,1.38419
1276,2,1,1.38423
1265,3,6,1.38426
1284,3,2,1.38426
1262,1,2,1.38433
1290,3,4,1.3844
1266,1,4,1.38443
1286,4,0,1.38446
1269,2,6,1.38451
1270,3,5,1.38453
1266,0,5,1.38458
1266,4,5,1.38458
1285,3,2,1.38459
1273,0,3,1.38476
1280,3,3,1.38477
1287,4,0,1.38478
1264,1,2,1.38498
1279,0,0,1.38505
1284,0,4,1.38516
1278,1,5,1.38533
1267,4,4,1.38536
1289,4,0,1.38543
1291,2,4,1.38562
1289,3,2,1.38588
1270,3,1,1.38588
1283,4,3,1.38589
1286,1,3,1.38596
1287,4,2,1.38598
1271,0,5,1.38621
1283,0,0,1.38634
1306,1,1,1.38639
1275,2,6,1.38645
1294,2,4,1.38659
1275,2,0,1.3866
1307,1,1,1.38671
1281,1,0,1.38675
1294,4,6,1.38689
1270,2,3,1.38693
1285,0,1,1.38699
1293,2,2,1.38702
1287,1,6,1.38719
1271,2,3,1.38725
1273,4,4,1.3873
1278,2,6,1.38743
1286,2,1,1.38747
1275,0,5,1.3875
1282,0,6,1.38752
1272,2,3,1.38758
1279,0,2,1.3876
1300,3,4,1.38762
1295,2,2,1.38767
1276,0,5,1.38783
1285,4,1,1.38789
1280,2,0,1.38823
1312,1,1,1.38832
1293,2,5,1.38838
1281,3,0,1.3884
1291,1,6,1.38848
1281,2,0,1.38855
1292,4,3,1.38881
1291,2,1,1.38908
1280,3,6,1.38913
1296,2,5,1.38935
1284,3,0,1.38937
1292,2,1,1.38941
1302,4,6,1.38948
1298,4,2,1.38954
1298,0,4,1.38969
1298,1,3,1.38984
1279,1,2,1.38985
1289,0,3,1.38994
1283,1,4,1.38995
1294,2,1,1.39006
1299,1,3,1.39017
1280,2,3,1.39018
1300,4,2,1.39019
1297,3,3,1.39027
1287,2,6,1.39035
1303,3,2,1.3904
1284,4,5,1.39043
1284,3,6,1.39043
1284,0,5,1.39043
1293,4,1,1.39048
1281,1,2,1.3905
1289,3,5,1.39069
1285,0,5,1.39075
1288,2,0,1.39082
1297,0,1,1.39088
1305,2,2,1.3909
1306,4,0,1.39092
1290,3,5,1.39102
1287,4,5,1.3914
1287,3,1,1.3914
1284,1,2,1.39148
1298,1,5,1.3918
1289,0,5,1.39205
1288,4,4,1.39217
1290,1,4,1.39222
1309,3,2,1.39234
1311,4,6,1.39238
1312,2,4,1.3924
1306,1,3,1.39243
1300,1,5,1.39245
1291,4,5,1.3927
1312,4,6,1.39271
1295,2,6,1.39294
1295,3,0,1.39294
1291,4,4,1.39315
1297,3,5,1.39329
1306,1,6,1.39334
1293,4,5,1.39335
1302,4,1,1.3934
1309,2,5,1.39355
1298,3,5,1.39361
1294,3,1,1.39367
1329,1,1,1.39379
1298,3,0,1.39391
1299,3,5,1.39394
1298,2,0,1.39406
1312,4,2,1.39407
1305,1,5,1.39407
1294,4,4,1.39412
1316,4,0,1.39415
1299,2,6,1.39424
1321,3,4,1.3944
1316,2,2,1.39445
1312,2,5,1.39452
1316,3,2,1.3946
1318,4,6,1.39464
1297,3,6,1.39464
1301,0,2,1.39474
1298,4,5,1.39497
1295,1,2,1.39505
1333,1,1,1.39508
1312,3,3,1.39513
1307,1,0,1.39517
1315,0,4,1.39519
1302,2,6,1.39521
1310,2,1,1.39523
1321,2,4,1.39531
1302,2,0,1.39536
1319,3,2,1.39557
1321,4,6,1.39561
1322,2,4,1.39563
1335,1,1,1.39572
1301,3,1,1.39594
1311,1,5,1.39601
1300,4,4,1.39607
1315,4,3,1.39625
1302,0,5,1.39627
1323,4,0,1.39641
1307,3,5,1.39653
1315,0,0,1.3967
1323,2,2,1.39671
1315,2,1,1.39685
1325,4,6,1.3969
1321,4,2,1.39698
1301,1,2,1.397
1313,1,0,1.39711
1308,2,6,1.39716
1309,3,5,1.39718
1318,4,3,1.39722
1305,3,6,1.39724
1312,0,6,1.39724
1302,2,3,1.39732
1317,0,0,1.39735
1312,0,3,1.39739
1317,2,1,1.3975
1306,0,5,1.39757
1315,4,1,1.39761
1326,3,2,1.39783
1320,1,6,1.39787
1323,1,3,1.39793
1308,3,1,1.39821
1324,1,3,1.39825
1322,3,3,1.39836
1306,1,2,1.39862
1313,0,2,1.39863
1319,4,1,1.39891
1307,1,2,1.39895
1322,0,0,1.39897
1309,4,4,1.39899
1324,1,6,1.39916
1318,0,6,1.39919
1328,1,3,1.39954
1337,3,4,1.39956
1332,2,2,1.39962
1328,2,5,1.39969
1323,1,5,1.3999
1310,1,2,1.39992
1333,2,2,1.39994
1314,3,6,1.40016
1321,0,3,1.40031
1330,2,5,1.40034
1318,3,0,1.4004
1318,2,0,1.40055
1336,4,0,1.40061
1313,2,3,1.4009
1320,2,6,1.40105
1329,0,1,1.40123
1321,2,0,1.40152
1327,1,0,1.40165
1323,3,5,1.40172
1332,4,3,1.40175
1322,2,0,1.40185
1340,4,0,1.4019
1341,4,6,1.40207
1333,4,3,1.40207
1324,0,2,1.40219
1324,3,0,1.40235
1343,4,6,1.40272
1347,3,4,1.40279
1342,2,2,1.40285
1336,1,6,1.40304
1339,1,3,1.4031
1320,2,3,1.40317
1330,0,3,1.40323
1332,1,0,1.40327
1346,2,4,1.40338
1331,0,3,1.40355
1336,2,1,1.40365
1342,4,2,1.40377
1345,2,2,1.40382
1348,2,4,1.40403
1326,3,6,1.40406
1329,2,0,1.40412
1346,3,2,1.4043
1334,0,6,1.40437
1327,3,6,1.40438
1341,1,6,1.40466
1355,3,4,1.40537
1338,0,6,1.40567
1331,4,5,1.40568
1356,3,4,1.40569
1352,4,0,1.40578
1345,3,3,1.4058
1351,3,2,1.40591
1343,2,1,1.40592
1357,3,4,1.40602
1329,2,3,1.40609
1330,2,3,1.40642
1355,4,0,1.40675
1356,4,6,1.40692
1357,2,4,1.40693
1335,3,1,1.40698
1349,3,3,1.4071
1344,1,0,1.40716
1357,4,6,1.40724
1352,1,3,1.4073
1348,0,0,1.40738
1345,1,0,1.40748
1340,2,6,1.40753
1337,3,6,1.40763
1342,0,2,1.40803
1337,4,4,1.40808
1347,1,0,1.40813
1350,2,1,1.40818
1352,1,6,1.40822
1355,1,3,1.40827
1360,4,0,1.40836
1359,3,2,1.4085
1344,3,5,1.40853
1360,2,2,1.40867
1350,4,1,1.40895
1346,3,5,1.40918
1349,0,6,1.40923
1354,0,1,1.40933
1339,2,3,1.40934
1349,0,3,1.40939
1358,2,5,1.4094
1351,1,0,1.40942
1346,2,6,1.40948
1365,2,4,1.40952
1359,1,3,1.40957
1360,4,2,1.40958
1352,4,1,1.40959
1344,1,4,1.40975
1369,3,4,1.40989
1344,3,6,1.4099
1356,0,0,1.40997
1361,0,4,1.41006
1345,1,4,1.41007
1349,3,5,1.41015
1367,2,4,1.41016
1345,4,5,1.41022
1359,1,6,1.41049
1350,2,0,1.41093
1369,4,6,1.41112
1370,2,4,1.41113
1368,2,2,1.41125
1345,1,2,1.41129
1349,1,4,1.41137
1352,3,0,1.41143
1358,1,0,1.41169
1369,3,2,1.41173
1372,2,4,1.41178
1350,3,6,1.41185
1349,4,4,1.41198
1362,2,1,1.41207
1372,4,0,1.41224
1371,3,2,1.41237
1387,1,1,1.41247
1352,3,6,1.4125
1356,0,2,1.41257
1359,0,3,1.41263
1366,4,3,1.41275
1363,1,5,1.41285
1379,3,4,1.41312
1362,0,6,1.41345
1371,1,3,1.41345
1359,0,2,1.41354
1375,3,2,1.41367
1359,2,6,1.4137
1372,1,3,1.41377
1376,2,2,1.41384
1368,2,1,1.41401
1364,0,6,1.41409
1371,3,3,1.41421
1358,0,5,1.41444
1362,2,0,1.41482
1371,0,0,1.41483
1375,2,5,1.41489
1379,3,2,1.41496
1369,4,1,1.4151
1370,1,5,1.41512
1383,2,4,1.41533
1368,0,6,1.41539
1361,0,5,1.41542
1362,1,4,1.41559
1383,4,6,1.41564
1375,1,6,1.41566
1387,3,4,1.4157
1362,3,1,1.41574
1365,2,0,1.4158
1366,0,2,1.41581
1363,4,5,1.41607
1363,3,6,1.41607
1372,1,0,1.41623
1367,2,6,1.41629
1386,2,4,1.4163
1368,3,5,1.41631
1389,3,4,1.41634
1380,1,3,1.41636
1363,4,4,1.41652
1387,2,4,1.41662
1378,4,3,1.41663
1362,1,2,1.41681
1364,4,4,1.41685
1387,4,6,1.41693
1366,3,6,1.41704
1369,2,0,1.41709
1370,3,0,1.41726
1387,2,2,1.41739
1387,3,2,1.41754
1379,2,1,1.41757
1388,2,2,1.41771
1375,0,3,1.41781
1382,1,6,1.41793
1378,4,1,1.41802
1381,0,1,1.41806
1370,0,5,1.41834
1390,2,2,1.41836
1392,4,0,1.4187
1370,4,4,1.4188
1372,1,4,1.41883
1372,3,6,1.41899
1384,0,1,1.41904
1375,2,0,1.41904
1381,1,0,1.41914
1380,0,3,1.41943
1372,4,4,1.41945
1382,1,0,1.41946
1393,3,2,1.41948
1395,4,0,1.41967
1386,0,0,1.41968
1377,2,0,1.41969
1371,1,2,1.41974
1381,0,3,1.41976
1378,2,6,1.41986
1382,0,3,1.42008
1395,3,2,1.42013
1397,4,6,1.42016
1379,2,6,1.42018
1389,4,3,1.42019
1383,0,6,1.42025
1384,0,6,1.42057
1403,3,4,1.42086
1399,4,0,1.42096
1392,3,3,1.42101
1379,4,5,1.42126
1393,3,3,1.42133
1386,0,3,1.42138
1379,4,4,1.42172
1384,2,6,1.4218
1381,3,1,1.42191
1378,2,3,1.42201
1388,0,3,1.42202
1390,1,0,1.42206
1382,4,5,1.42223
1399,0,4,1.42235
1381,4,4,1.42237
1418,1,1,1.42245
1396,1,6,1.42246
1383,3,6,1.42256
1404,4,0,1.42257
1395,2,1,1.42275
1406,2,4,1.42276
1387,3,0,1.42278
1397,1,6,1.42278
1420,1,1,1.42309
1392,0,6,1.42317
1405,2,2,1.42321
1406,4,0,1.42322
1389,2,6,1.42343
1399,1,6,1.42343
1398,0,1,1.42357
1387,3,1,1.42385
1404,0,4,1.42396
1397,1,0,1.42432
1402,1,6,1.4244
1389,3,1,1.4245
1405,2,5,1.4246
1409,3,2,1.42465
1403,1,6,1.42472
1393,3,0,1.42472
1406,1,3,1.42477
1404,4,3,1.42505
1416,3,4,1.42506
1391,0,5,1.42515
1403,0,1,1.42519
1408,0,4,1.42526
1414,2,4,1.42534
1396,3,5,1.42539
1399,0,6,1.42543
1412,3,2,1.42562
1406,4,3,1.42569
1409,2,5,1.42589
1390,1,2,1.42591
1392,4,4,1.42594
1413,3,2,1.42595
1408,3,3,1.42619
1399,0,2,1.42651
1397,1,4,1.42695
1432,1,1,1.42695
1401,3,5,1.42701
1404,0,6,1.42705
1397,0,5,1.4271
1411,1,6,1.42731
1414,1,3,1.42735
1407,4,1,1.42741
1399,1,4,1.4276
1411,0,0,1.42778
1422,2,4,1.42792
1397,1,2,1.42818
1412,2,1,1.42825
1427,3,4,1.42861
1411,4,1,1.4287
1418,2,5,1.4288
1406,3,0,1.42894
1417,1,6,1.42925
1403,4,4,1.42951
1409,3,5,1.4296
1409,0,2,1.42976
1425,3,2,1.42982
1422,2,5,1.43009
1415,1,0,1.43015
1429,2,4,1.43018
1427,3,2,1.43047
1421,1,6,1.43055
1411,2,0,1.43072
1409,3,1,1.431
1406,2,3,1.4311
1429,3,2,1.43112
1410,4,5,1.43132
1424,3,3,1.43136
1426,2,5,1.43139
1411,1,4,1.43149
1431,2,2,1.43161
1411,3,6,1.43164
1415,3,0,1.43186
1428,1,3,1.43188
1432,2,2,1.43193
1412,3,1,1.43197
1426,3,3,1.43201
1432,3,2,1.43209
1417,0,2,1.43235
1449,1,1,1.43243
1435,4,6,1.43243
1426,2,1,1.43279
1428,4,3,1.43281
1436,4,0,1.43291
1435,3,2,1.43305
1423,0,6,1.43321
1425,4,1,1.43324
1425,1,0,1.43339
1415,4,4,1.43341
1427,1,5,1.43358
1433,2,5,1.43365
1453,1,1,1.43372
1421,2,6,1.4338
1435,4,2,1.43383
1438,2,2,1.43387
1418,4,5,1.43392
1432,3,3,1.43395
1435,0,4,1.43399
1441,2,4,1.43406
1430,2,1,1.43408
1431,0,1,1.43425
1433,4,3,1.43443
1430,1,5,1.43455
1421,3,6,1.43489
1457,1,1,1.435
1422,1,4,1.43506
1429,0,6,1.43516
1422,3,6,1.43521
1423,1,4,1.43538
1436,4,3,1.4354
1435,0,0,1.43554
1445,4,6,1.43566
1431,0,6,1.4358
1445,4,0,1.43582
1433,4,1,1.43583
1441,0,4,1.43593
1421,2,3,1.43598
1446,4,6,1.43598
1450,3,4,1.43603
1422,2,3,1.4363
1426,0,5,1.43651
1438,2,1,1.43667
1430,2,6,1.43672
1439,0,1,1.43684
1444,0,4,1.4369
1424,2,3,1.43695
1441,4,3,1.43702
1448,3,2,1.43726
1450,4,6,1.43728
1443,3,3,1.43751
1451,4,6,1.4376
1443,1,6,1.43767
1430,3,6,1.43781
1450,3,2,1.4379
1434,2,6,1.43802
1441,1,5,1.43811
1438,0,3,1.43823
1444,0,1,1.43846
1429,2,3,1.43857
1458,3,4,1.43861
1433,1,4,1.43863
1446,1,6,1.43864
1442,4,1,1.43874
1433,0,5,1.43878
1453,3,2,1.43887
1445,2,1,1.43894
1446,0,1,1.4391
1450,2,5,1.43915
1438,0,2,1.43916
1441,0,3,1.4392
1448,1,6,1.43928
1447,0,1,1.43943
1439,2,6,1.43964
1439,3,0,1.43964
1437,4,5,1.44008
1459,4,0,1.44034
1450,0,1,1.4404
1437,4,4,1.44055
1451,0,1,1.44072
1446,0,3,1.44082
1461,4,6,1.44083
1440,1,4,1.4409
1463,2,4,1.44116
1458,2,5,1.44174
1446,0,2,1.44176
1478,1,1,1.44176
1450,0,6,1.44196
1455,0,1,1.44202
1455,0,0,1.44202
1446,2,0,1.44207
1469,3,4,1.44216
1465,4,0,1.44228
1456,0,0,1.44234
1444,3,1,1.44235
1444,3,6,1.44235
1460,2,5,1.44238
1448,0,2,1.4424
1445,0,5,1.44268
1462,0,4,1.44272
1481,1,1,1.44273
1459,1,6,1.44284
1459,4,3,1.44284
1446,1,4,1.44285
1467,2,2,1.44324
1447,3,1,1.44333
1463,2,5,1.44335
1465,1,3,1.44384
1461,0,0,1.44396
1446,1,2,1.4441
1467,4,2,1.44418
1470,3,2,1.44436
1472,4,0,1.44454
1460,4,1,1.44457
1451,3,1,1.44463
1467,2,5,1.44465
1474,2,4,1.44471
1460,1,0,1.44473
1448,2,3,1.44475
1465,4,3,1.44478
1449,2,3,1.44507
1470,4,2,1.44515
1469,2,5,1.44529
1473,3,2,1.44533
1479,3,4,1.44539
1457,2,0,1.44564
1458,2,0,1.44596
1465,4,1,1.44619
1473,0,4,1.44627
1483,3,4,1.44668
1471,1,6,1.44673
1471,4,3,1.44673
1475,4,2,1.44676
1461,3,0,1.44678
1468,1,5,1.44685
1470,0,1,1.44687
1462,3,0,1.4471
1481,4,6,1.44729
1470,1,5,1.4475
1472,2,1,1.44768
1478,4,2,1.44773
1465,3,5,1.44776
1471,1,5,1.44782
1461,3,1,1.44787
1471,4,1,1.44814
1474,0,0,1.44817
1462,0,5,1.4482
1465,2,0,1.44823
1482,3,2,1.44824
1485,2,4,1.44827
1483,2,2,1.44841
1475,0,1,1.44849
1499,1,1,1.44853
1464,1,4,1.44869
1473,4,1,1.44879
1478,3,3,1.44883
1464,0,5,1.44885
1468,0,2,1.44889
1487,2,4,1.44891
1461,2,3,1.44897
1465,4,5,1.44917
1483,4,2,1.44935
1478,0,0,1.44946
1470,0,2,1.44954
1478,2,1,1.44962
1503,1,1,1.44981
1467,3,1,1.44982
1487,3,2,1.44986
1489,4,6,1.44987
1490,2,4,1.44988
1484,1,3,1.44999
1468,3,1,1.45014
1490,4,6,1.4502
1477,1,0,1.45024
1485,2,5,1.45047
1491,4,6,1.45052
1470,3,1,1.45079
1490,3,2,1.45083
1492,4,6,1.45084
1467,2,3,1.45092
1484,1,6,1.45093
1474,2,6,1.45099
1471,4,5,1.45112
1492,2,2,1.45131
1482,4,1,1.4517
1485,0,1,1.45173
1496,2,4,1.45182
1477,3,0,1.45197
1474,0,5,1.45209
1491,0,4,1.45209
1494,3,2,1.45212
1495,3,2,1.45244
1501,3,4,1.45249
1472,2,3,1.45254
1479,2,6,1.45261
1496,3,2,1.45276
1484,0,6,1.45298
1497,3,2,1.45309
1499,4,0,1.45326
1481,2,6,1.45326
1482,0,2,1.45343
1485,0,3,1.45346
1492,4,3,1.45352
1501,4,0,1.45391
1500,3,2,1.45406
1506,3,4,1.4541
1490,1,0,1.45445
1502,2,2,1.45455
1494,0,1,1.45464
1499,1,3,1.45484
1490,0,6,1.45492
1483,3,6,1.45501
1503,3,2,1.45503
1480,1,2,1.45514
1520,1,1,1.45529
1485,3,1,1.45566
1485,3,6,1.45566
1503,0,4,1.45597
1486,4,5,1.45599
1508,4,6,1.45601
1504,4,2,1.45614
1497,1,5,1.45624
1507,3,2,1.45632
1488,4,5,1.45664
1511,2,4,1.45666
1514,3,4,1.45668
1492,2,6,1.45683
1512,2,4,1.45699
1496,0,3,1.45702
1513,2,4,1.45731
1511,2,2,1.45745
1514,2,4,1.45763
1494,2,0,1.45764
1488,2,3,1.45774
1509,4,2,1.45776
1490,4,4,1.45776
1501,1,0,1.45801
1489,1,2,1.45806
1491,4,4,1.45808
1514,4,0,1.45811
1494,3,6,1.45858
1512,1,3,1.45904
1506,1,5,1.45916
1523,3,4,1.45959
1494,1,2,1.45969
1534,1,1,1.45979
1514,2,5,1.45985
1520,4,6,1.45989
1520,4,0,1.46004
1502,3,0,1.46007
1508,4,1,1.46012
1522,2,4,1.46021
1510,1,5,1.46045
1514,3,3,1.46048
1517,1,3,1.46066
1537,1,1,1.46076
1513,0,1,1.46079
1523,4,6,1.46085
1524,2,4,1.46086
1504,2,0,1.46088
1510,1,0,1.46093
1519,4,2,1.46099
1509,0,6,1.46108
1522,3,2,1.46117
1502,3,6,1.46118
1502,3,1,1.46118
1503,1,4,1.46135
1503,4,5,1.4615
1515,2,1,1.4616
1504,0,5,1.46183
1504,4,5,1.46183
1518,1,6,1.46193
1526,4,0,1.46198
1508,2,6,1.46202
1512,0,6,1.46205
1521,2,5,1.46211
1505,3,1,1.46215
1531,3,4,1.46217
1522,1,3,1.46228
1502,1,2,1.46229
1502,2,3,1.46229
1506,1,4,1.46232
1518,0,0,1.46241
1543,1,1,1.46269
1519,0,1,1.46273
1506,4,4,1.46295
1530,4,6,1.46312
1529,3,2,1.46343
1509,0,5,1.46345
1512,2,0,1.46348
1526,1,3,1.46357
1520,1,5,1.46369
1527,0,4,1.46373
1530,3,2,1.46375
1524,1,6,1.46388
1527,1,3,1.46389
1523,0,1,1.46403
1525,1,6,1.4642
1529,4,2,1.46422
1529,0,4,1.46438
1515,2,0,1.46445
1509,1,2,1.46456
1516,2,6,1.46461
1525,0,1,1.46468
1517,3,0,1.46494
1521,0,6,1.46497
1526,0,0,1.465
1526,0,1,1.465
1537,2,4,1.46506
1535,2,2,1.46521
1513,4,4,1.46522
1518,2,6,1.46526
1551,1,1,1.46527
1527,0,1,1.46532
1536,2,2,1.46553
1514,4,4,1.46555
1537,2,2,1.46585
1531,3,3,1.46598
1518,1,4,1.46621
1521,3,0,1.46624
1544,3,4,1.46636
1525,0,3,1.46642
1517,4,4,1.46652
